"ENSMUSG00000106106",8151.04056807503,-13.152242722423,0.416699987164203,-31.5628584774596,1.19453731655778e-218,2.18666596504117e-216
"ENSMUSG00000059149",145.137577169816,-10.8192314682508,1.18074819995148,-9.16303024531002,5.04600610481241e-20,4.0711135027634e-19
"ENSMUSG00000111293",66.4536707580103,-10.6556938740251,1.18388703731986,-9.00060017393891,2.2448707741115e-19,1.76141284646206e-18
"ENSMUSG00000080058",333.859530290222,-10.542009090864,0.834766153047702,-12.6286973332298,1.46686459432998e-36,2.19687895457615e-35
"ENSMUSG00000104208",59.5917894684731,-10.5013131644573,1.18452362253075,-8.86543160871803,7.6208281817354e-19,5.81974730353714e-18
"ENSMUSG00000090625",112.220407754213,-10.4481768066043,1.18201486450456,-8.83929392121791,9.63254058920597e-19,7.2982107627255e-18
"ENSMUSG00000074398",54.5202118088802,-10.3630497731186,1.18525505785113,-8.74330778381727,2.26382873426439e-18,1.6919487429633e-17
"ENSMUSG00000097275",52.6216259413518,-10.3218145377687,1.1854210151272,-8.70729842482259,3.11202978121477e-18,2.31021036597782e-17
"ENSMUSG00000091119",49.3416043469192,-10.2287522014464,1.18619071475013,-8.62319361823788,6.51122266540105e-18,4.7557822365756e-17
"ENSMUSG00000086150",48.0703570419776,-10.179855498745,1.18655962088327,-8.57930382897,9.54490521929701e-18,6.89001908810836e-17
"ENSMUSG00000047807",47.4492513973378,-10.1646361292043,1.18711186306151,-8.56249225156438,1.10453466688212e-17,7.93598126284286e-17
"ENSMUSG00000087700",91.5041041754612,-10.1490958896699,1.18242463378748,-8.58329199144043,9.21959405933084e-18,6.66142660230621e-17
"ENSMUSG00000089647",45.2874826454017,-10.1010056441722,1.18708614817981,-8.50907548677939,1.75325670398401e-17,1.24519971987373e-16
"ENSMUSG00000090860",44.7799411739409,-10.0887340715195,1.18698626792959,-8.49945306369619,1.90486058183171e-17,1.34914505671882e-16
"ENSMUSG00000085853",43.7404970405322,-10.0510724257989,1.18692699243084,-8.46814714796753,2.49327217347357e-17,1.74903213042307e-16
"ENSMUSG00000108524",43.1136892408001,-10.0342756125249,1.18702424625558,-8.45330299206409,2.83175558080636e-17,1.98017504938889e-16
"ENSMUSG00000090078",38.0495452691468,-9.8538758920533,1.18843242392818,-8.29149028051829,1.11838273110355e-16,7.61349161959545e-16
"ENSMUSG00000097546",35.7659732896076,-9.75956089063752,1.18922197234605,-8.20667723737417,2.27393777038998e-16,1.51589300112514e-15
"ENSMUSG00000113665",35.1152063537211,-9.73327159938306,1.18959243638629,-8.18202209569395,2.79119854759157e-16,1.8495287283139e-15
"ENSMUSG00000026018",35.3707707532104,-9.72833143317918,1.18913590887863,-8.18100888262059,2.8147715395503e-16,1.86434803645783e-15
"ENSMUSG00000039452",35.1234281706292,-9.72831705316062,1.1892547881504,-8.18017900797412,2.83422515155607e-16,1.87642734712034e-15
"ENSMUSG00000035835",34.2256414166232,-9.68029974743933,1.18956801263558,-8.13765975935407,4.02991441512211e-16,2.63860185771111e-15
"ENSMUSG00000092405",65.7508567636816,-9.67431583310045,1.18390665211785,-8.17151911072923,3.04530253438697e-16,2.01271794753442e-15
"ENSMUSG00000040441",33.0778230299635,-9.63046415237955,1.19056755241028,-8.08896910795436,6.01718289384248e-16,3.9049669045189e-15
"ENSMUSG00000118030",28.931740165917,-9.45214242063488,1.19278732796032,-7.92441552577367,2.2922191408966e-15,1.43505570079022e-14
"ENSMUSG00000078143",28.3749964267402,-9.41869171068203,1.19266586422865,-7.89717555702282,2.85294405844851e-15,1.77457721958172e-14
"ENSMUSG00000117964",28.4933881330303,-9.39927424925515,1.19270207099219,-7.88065559527033,3.25667804864682e-15,2.01595166847616e-14
"ENSMUSG00000026729",27.6195984295815,-9.38578361489169,1.19403644597499,-7.86055035968999,3.82449320953394e-15,2.35233780902195e-14
"ENSMUSG00000085089",27.5257790164809,-9.38018743350917,1.19272506480926,-7.86450097366676,3.70571705498413e-15,2.28110100918537e-14
"ENSMUSG00000097820",24.3563212486698,-9.21017959701749,1.19471213776367,-7.70912030261755,1.26687949321281e-14,7.56596324518032e-14
"ENSMUSG00000105776",24.5585955127626,-9.18642362015522,1.19660591865611,-7.67706684124743,1.62772510907348e-14,9.63888197027543e-14
"ENSMUSG00000090628",23.3436481345989,-9.14885518783699,1.19540346321547,-7.65336178902129,1.95792056452515e-14,1.15498595137151e-13
"ENSMUSG00000047343",22.6901009867935,-9.09248374815033,1.19538211878523,-7.60634077192844,2.81965233551083e-14,1.64570400785434e-13
"ENSMUSG00000089707",22.5608885119087,-9.08422241339905,1.19555010376258,-7.59836194636225,2.99902556811955e-14,1.74841150467922e-13
"ENSMUSG00000103975",22.3104451296077,-9.084044349239,1.19691881219966,-7.58952424897108,3.21082184226589e-14,1.86976737405789e-13
"ENSMUSG00000111971",43.922477451164,-9.07654121839116,1.18695366088073,-7.64692128895435,2.05848239560614e-14,1.21245320483468e-13
"ENSMUSG00000090002",19.6546808232925,-8.90100795978318,1.19883049758596,-7.4247426785578,1.12999381402451e-13,6.35714244170027e-13
"ENSMUSG00000113472",19.5156611766056,-8.87258877566574,1.19842839804848,-7.40352013529873,1.32621041637053e-13,7.42312114765307e-13
"ENSMUSG00000098843",37.3273064019167,-8.85247106185059,1.18887193951228,-7.44610985223706,9.61327678270528e-14,5.43004055840394e-13
"ENSMUSG00000108880",18.7760052047719,-8.83474124371951,1.20090520186018,-7.35673492798153,1.8846306018835e-13,1.04614291704408e-12
"ENSMUSG00000104444",18.7603187292835,-8.82443021489608,1.1996081117066,-7.35609415173274,1.89369471836852e-13,1.05079621314938e-12
"ENSMUSG00000090062",18.5136838164674,-8.78531048406711,1.20136278030059,-7.31278730132536,2.61657029122278e-13,1.43743637152431e-12
"ENSMUSG00000097099",18.4940758868945,-8.76451347638652,1.19966311518449,-7.30581224466393,2.75596785112297e-13,1.51078749365398e-12
