MAG294_00001,0
MAG294_00002,0.309811
MAG294_00003,0.127878
MAG294_00004,0.849825
MAG294_00005,0.280671
MAG294_00006,0.93601
MAG294_00007,0
MAG294_00008,0.322432
MAG294_00009,0
MAG294_00010,0.152232
MAG294_00011,0
MAG294_00012,1.33066
MAG294_00013,0.460404
MAG294_00014,0
MAG294_00015,0.349602
MAG294_00016,0.45617
MAG294_00017,0
MAG294_00018,0
MAG294_00019,0
MAG294_00020,0.199231
MAG294_00021,0.331276
MAG294_00022,0.170476
MAG294_00023,0
MAG294_00024,0.533425
MAG294_00025,0.595132
MAG294_00026,0
MAG294_00027,0.132289
MAG294_00028,0.536019
MAG294_00029,1.23251
MAG294_00030,0.425824
MAG294_00031,0.196664
MAG294_00032,0
MAG294_00033,1.96275
MAG294_00034,0
MAG294_00035,0
MAG294_00036,0.626634
MAG294_00037,0
MAG294_00038,1.94543
MAG294_00039,0.170184
MAG294_00040,0.678021
MAG294_00041,2.54848
MAG294_00042,0.208658
MAG294_00043,0.560548
MAG294_00044,0.255139
MAG294_00045,0.349049
MAG294_00046,0.488153
MAG294_00047,0
MAG294_00048,0.215877
MAG294_00049,1.08434
MAG294_00050,0.590578
MAG294_00051,0.154906
MAG294_00052,0.240818
MAG294_00053,0
MAG294_00054,0
MAG294_00055,2.31614
MAG294_00056,0.482026
MAG294_00057,0
MAG294_00058,0.243328
MAG294_00059,0
MAG294_00060,2.00648
MAG294_00061,0
MAG294_00062,0.631669
MAG294_00063,0
MAG294_00064,0.885302
MAG294_00065,0
MAG294_00066,0.848735
MAG294_00067,0.157613
MAG294_00068,0.321351
MAG294_00069,0
MAG294_00070,0
MAG294_00071,0.112875
MAG294_00072,0.187114
MAG294_00073,0
MAG294_00074,0.108256
MAG294_00075,0.118965
MAG294_00076,0
MAG294_00077,11.9439
MAG294_00078,0
MAG294_00079,0
MAG294_00080,0
MAG294_00081,0.402503
MAG294_00082,0.514522
MAG294_00083,1.98434
MAG294_00084,0.529629
MAG294_00085,5.29089
MAG294_00086,0
MAG294_00087,0.606832
MAG294_00088,0
MAG294_00089,0
MAG294_00090,0.294163
MAG294_00091,0
MAG294_00092,0
MAG294_00093,0
MAG294_00094,0.566955
MAG294_00095,0
MAG294_00096,0.389851
MAG294_00097,0.218059
MAG294_00098,8.25356
MAG294_00099,1.06685
MAG294_00100,0.557086
MAG294_00101,10.5903
MAG294_00102,0.404143
MAG294_00103,0
MAG294_00104,0.503002
MAG294_00105,0.790574
MAG294_00106,5.37426
MAG294_00107,0.531009
MAG294_00108,0.100371
MAG294_00109,0
MAG294_00110,0.126836
MAG294_00111,0.126472
MAG294_00112,0
MAG294_00113,0.507504
MAG294_00114,0.08835
MAG294_00115,0
MAG294_00116,1.98579
MAG294_00117,61.5521
MAG294_00118,0
MAG294_00119,0.0312445
MAG294_00120,0.542911
MAG294_00121,1.14804
MAG294_00122,0
MAG294_00123,0.249917
MAG294_00124,0.119287
MAG294_00125,0
MAG294_00126,2.32904
MAG294_00127,0.0740288
MAG294_00128,0.448946
MAG294_00129,0
MAG294_00130,0.169711
MAG294_00131,1.41094
MAG294_00132,0.162918
MAG294_00133,0
MAG294_00134,0.242733
MAG294_00135,0.183991
MAG294_00136,0
MAG294_00137,0.188581
MAG294_00138,0.144737
MAG294_00139,0.231761
MAG294_00140,0.945568
MAG294_00141,0.666026
MAG294_00142,0
MAG294_00143,0
MAG294_00144,0.345945
MAG294_00145,0.14814
MAG294_00146,0.572186
MAG294_00147,0.416206
MAG294_00148,0.391775
MAG294_00149,0.587431
MAG294_00150,0
MAG294_00151,0
MAG294_00152,0
MAG294_00153,0.960165
MAG294_00154,0.551973
MAG294_00155,0.175605
MAG294_00156,0.2246
MAG294_00157,0.66292
MAG294_00158,0.118116
MAG294_00159,0
MAG294_00160,0
MAG294_00161,0.790861
MAG294_00162,0
MAG294_00163,0
MAG294_00164,0
MAG294_00165,0.478539
MAG294_00166,462.64
MAG294_00167,0
MAG294_00168,0.0498078
MAG294_00169,0.689906
MAG294_00170,0.354426
MAG294_00171,0.491579
MAG294_00172,0.804191
MAG294_00173,0
MAG294_00174,1.79578
MAG294_00175,0.405796
MAG294_00176,0
MAG294_00177,1.18912
MAG294_00178,0.0796924
MAG294_00179,0
MAG294_00180,0.424393
MAG294_00181,1.20336
MAG294_00182,0.531817
MAG294_00183,0
MAG294_00184,0
MAG294_00185,0
MAG294_00186,0
MAG294_00187,0
MAG294_00188,0
MAG294_00189,0.872976
MAG294_00190,1.1906
MAG294_00191,0.457222
MAG294_00192,0
MAG294_00193,0.124332
MAG294_00194,0.3716
MAG294_00195,2.38034
MAG294_00196,0.438044
MAG294_00197,0
MAG294_00198,0
MAG294_00199,0
MAG294_00200,5.36
MAG294_00201,0.562934
MAG294_00202,0.306936
MAG294_00203,0
MAG294_00204,0
MAG294_00205,0
MAG294_00206,0.306936
MAG294_00207,0.609966
MAG294_00208,0.569232
MAG294_00209,0.93271
MAG294_00210,0
MAG294_00211,0.259137
MAG294_00212,1.1676
MAG294_00213,0.491782
MAG294_00214,0
MAG294_00215,1.14481
MAG294_00216,0.198335
MAG294_00217,0
MAG294_00218,0.265855
MAG294_00219,0
MAG294_00220,0.482808
MAG294_00221,0
MAG294_00222,0
MAG294_00223,0.631956
MAG294_00224,0.571856
MAG294_00225,0
MAG294_00226,4.07818
MAG294_00227,0.221467
MAG294_00228,0.0855688
MAG294_00229,0
MAG294_00230,0
MAG294_00231,0.322657
MAG294_00232,0.803377
MAG294_00233,0.278309
MAG294_00234,0
MAG294_00235,0.528946
MAG294_00236,0
MAG294_00237,0.598595
MAG294_00238,0
MAG294_00239,0
MAG294_00240,0.451192
MAG294_00241,0.599758
MAG294_00242,0
MAG294_00243,0
MAG294_00244,0.474723
MAG294_00245,0.551973
MAG294_00246,0.400069
MAG294_00247,2.99523
MAG294_00248,1.42108
MAG294_00249,0.679569
MAG294_00250,0.434092
MAG294_00251,0
MAG294_00252,0.498578
MAG294_00253,0
MAG294_00254,0
MAG294_00255,0.485021
MAG294_00256,0
MAG294_00257,0.296613
MAG294_00258,0
MAG294_00259,0.782488
MAG294_00260,1.2619
MAG294_00261,0.616255
MAG294_00262,1.60492
MAG294_00263,0
MAG294_00264,0.717664
MAG294_00265,0
MAG294_00266,0.0350714
MAG294_00267,0.637339
MAG294_00268,0.288003
MAG294_00269,0
MAG294_00270,0.911642
MAG294_00271,0.345017
MAG294_00272,0.405174
MAG294_00273,0
MAG294_00274,0.345103
MAG294_00275,0.449091
MAG294_00276,0
MAG294_00277,0.630617
MAG294_00278,0
MAG294_00279,0
MAG294_00280,0
MAG294_00281,0.257039
MAG294_00282,0.978472
MAG294_00283,0.532352
MAG294_00284,0.452658
MAG294_00285,0.186498
MAG294_00286,0.336443
MAG294_00287,0.484932
MAG294_00288,0
MAG294_00289,0.339421
MAG294_00290,0
MAG294_00291,0
MAG294_00292,2.18402
MAG294_00293,4.72462
MAG294_00294,0
MAG294_00295,0.121366
MAG294_00296,0.349444
MAG294_00297,0
MAG294_00298,0.123289
MAG294_00299,0
MAG294_00300,0.140833
MAG294_00301,0
MAG294_00302,0
MAG294_00303,0.45617
MAG294_00304,0.630951
MAG294_00305,0.262595
MAG294_00306,1.92943
MAG294_00307,0.1212
MAG294_00308,0
MAG294_00309,0.0601316
