MAG272_00001,2.28085
MAG272_00002,0.220728
MAG272_00003,1.04329
MAG272_00004,0.299448
MAG272_00005,2.9728
MAG272_00006,1.17695
MAG272_00007,16.7281
MAG272_00008,0.985135
MAG272_00009,1.21367
MAG272_00010,0.365845
MAG272_00011,0.521773
MAG272_00012,1.60098
MAG272_00013,1.00051
MAG272_00014,0
MAG272_00015,1.30254
MAG272_00016,0.514079
MAG272_00017,5.54316
MAG272_00018,0.244618
MAG272_00019,0.895866
MAG272_00020,0.614521
MAG272_00021,0
MAG272_00022,1.03858
MAG272_00023,1.05738
MAG272_00024,0.643432
MAG272_00025,1.47761
MAG272_00026,0.21866
MAG272_00027,0
MAG272_00028,0.392163
MAG272_00029,0
MAG272_00030,2.94503
MAG272_00031,1.51065
MAG272_00032,0.943001
MAG272_00033,0
MAG272_00034,0.0750792
MAG272_00035,1.25085
MAG272_00036,0.506468
MAG272_00037,0.1831
MAG272_00038,12.5139
MAG272_00039,5.48735
MAG272_00040,1.30743
MAG272_00041,0.25304
MAG272_00042,0
MAG272_00043,0
MAG272_00044,1.40137
MAG272_00045,0.687814
MAG272_00046,2.36231
MAG272_00047,0.17136
MAG272_00048,0.456898
MAG272_00049,9.94658
MAG272_00050,0.0676673
MAG272_00051,0.111543
MAG272_00052,0.123149
MAG272_00053,0.0939557
MAG272_00054,0.821431
MAG272_00055,0
MAG272_00056,0.212684
MAG272_00057,0.37797
MAG272_00058,0.138378
MAG272_00059,1.22581
MAG272_00060,0.227693
MAG272_00061,0.210206
MAG272_00062,0.324637
MAG272_00063,0.616256
MAG272_00064,7.1416
MAG272_00065,0.375183
MAG272_00066,0.239945
MAG272_00067,0.349708
MAG272_00068,0.236361
MAG272_00069,0.272425
MAG272_00070,6.78813
MAG272_00071,0.47758
MAG272_00072,0.920504
MAG272_00073,3.98254
MAG272_00074,0.491783
MAG272_00075,0
MAG272_00076,0
MAG272_00077,0.960941
MAG272_00078,0.23047
MAG272_00079,0.437631
MAG272_00080,2.30966
MAG272_00081,0.135543
MAG272_00082,0.706172
MAG272_00083,0
MAG272_00084,0
MAG272_00085,1.52276
MAG272_00086,0
MAG272_00087,0
MAG272_00088,0
MAG272_00089,0.157863
MAG272_00090,0
MAG272_00091,0
MAG272_00092,0.12159
MAG272_00093,0.438045
MAG272_00094,0.514745
MAG272_00095,0.118116
MAG272_00096,1.45373
MAG272_00097,0.402096
MAG272_00098,1.63995
MAG272_00099,1.24332
MAG272_00100,0
MAG272_00101,0
MAG272_00102,0
MAG272_00103,0.906894
MAG272_00104,0.212912
MAG272_00105,3.437
MAG272_00106,0
MAG272_00107,0.609714
MAG272_00108,0.0996156
