1	4776802	4777524	2	2	1	1	0	30
1	4777649	4782567	2	2	1	2	0	34
1	4782734	4783950	2	2	1	1	0	38
1	4807983	4808454	1	1	1	1	0	8
1	4808487	4828583	1	1	1	1	0	10
1	4828650	4830267	1	1	1	1	0	49
1	4830316	4832310	1	1	1	1	0	19
1	4832382	4837000	1	1	1	1	0	35
1	4839489	4840955	1	1	1	1	0	48
1	4841133	4844962	1	1	1	3	0	39
1	4857977	4867469	1	1	1	1	0	7
1	4861814	4862579	2	4	0	1	0	15
1	4867533	4878026	1	1	1	2	0	12
1	4878133	4886743	1	1	1	3	0	62
1	4886832	4889456	1	1	1	2	0	50
1	4889603	4890739	1	1	1	2	0	49
1	4890797	4891914	1	5	1	4	0	55
1	4892070	4893416	1	1	1	4	0	52
1	4893564	4894933	1	1	1	2	0	60
1	4895006	4896355	1	1	1	2	0	32
1	5083626	5084416	1	1	1	3	0	44
1	5084564	5089008	1	1	1	5	0	56
1	5089112	5093362	1	1	1	4	0	57
1	5093453	5095614	1	1	1	4	0	51
1	5095729	5098028	1	1	1	2	0	60
1	5098134	5101069	1	1	1	3	0	54
1	5098134	5124276	1	1	0	1	0	15
1	5101124	5117389	1	1	1	5	0	34
1	5117488	5124276	1	1	1	4	0	38
1	5124470	5133083	1	1	1	1	0	61
1	5133263	5135811	1	1	1	2	0	59
1	5135938	5143749	1	1	1	1	0	22
1	5143852	5149947	1	1	1	3	0	42
1	5150062	5162104	1	1	1	5	0	55
1	5426767	5433828	1	1	0	0	1	33
1	6214958	6227939	1	1	1	2	0	14
1	6228050	6229958	1	1	1	2	0	15
1	6228050	6233960	1	1	0	1	0	17
1	6230074	6233960	1	1	1	5	0	51
1	6234088	6234228	1	1	1	6	0	60
1	6234400	6238261	1	1	1	9	0	48
1	6238410	6239951	1	1	0	1	0	34
1	6238465	6239951	1	1	1	5	0	54
1	6238465	6239956	1	1	0	1	0	41
1	6240379	6244104	1	1	1	4	0	53
1	6244276	6244794	1	1	1	8	0	55
1	6244276	6244804	1	1	0	2	0	54
1	6244980	6245157	1	1	1	8	0	61
1	6245345	6245424	1	1	1	3	0	55
1	6245507	6245597	1	1	1	5	0	45
1	6245660	6247705	1	1	1	7	0	58
1	6247810	6248065	1	1	1	11	0	60
1	6248193	6248275	1	3	1	11	0	60
1	6261096	6262833	1	1	1	1	0	28
1	6262236	6262833	1	1	0	1	0	43
1	6263265	6264541	1	1	1	1	0	49
1	6264591	6265573	1	1	1	2	0	47
1	6265622	6268697	1	1	1	4	0	17
1	6268757	6270690	1	1	1	3	0	57
1	6270828	6272700	1	1	1	2	0	21
1	7089217	7120193	1	1	1	2	0	42
1	7120616	7147636	1	1	1	1	0	60
1	7147740	7160891	1	1	1	2	0	55
1	7161064	7163247	1	1	1	2	0	61
1	7163372	7169514	1	1	1	2	0	31
1	9236061	9236098	2	2	0	0	1	38
1	9236061	9236136	2	2	0	0	1	49
1	9872334	9877165	1	1	1	1	0	57
1	9877254	9879025	1	1	1	1	0	50
1	9879076	9880331	1	1	1	1	0	12
1	9881662	9881759	1	1	1	1	0	55
1	10025064	10027102	2	2	1	3	0	33
1	10027252	10030598	2	2	1	1	0	49
1	10030711	10032338	2	2	1	3	0	54
1	10032425	10033257	2	2	1	3	0	47
1	10033324	10034007	2	2	1	3	0	54
1	10034137	10034928	2	2	1	2	0	57
1	10047299	10047423	1	1	0	1	0	16
1	10058824	10064332	1	1	1	1	0	58
1	10062046	10062103	1	1	0	0	1	44
1	10062046	10062162	1	1	0	0	1	44
1	10065422	10066425	1	1	1	1	0	37
1	10074947	10077171	1	1	1	2	0	53
1	10077243	10082252	1	1	1	2	0	34
1	10085953	10088050	1	1	1	1	0	26
1	10088185	10088881	1	1	1	1	0	49
1	10088961	10090187	1	1	1	1	0	10
1	10090318	10095865	1	1	1	1	0	48
1	10096014	10104211	1	1	1	1	0	13
1	10130033	10132453	1	1	1	2	0	17
1	10132518	10134091	1	1	0	2	0	44
1	10134231	10135933	1	1	1	1	0	42
1	10138997	10140466	2	2	1	8	0	58
1	10140585	10141558	2	2	1	7	0	36
1	10141698	10142575	2	2	1	5	0	36
1	10142745	10144717	2	2	1	7	0	36
1	10144858	10147402	2	2	1	8	0	32
1	10147536	10151796	2	2	0	1	0	48
1	10147536	10151800	2	2	1	5	0	55
