MAG238_00001,0.221466
MAG238_00002,1.95002
MAG238_00003,0.316481
MAG238_00004,0.228085
MAG238_00005,0.332663
MAG238_00006,0.941559
MAG238_00007,0.186323
MAG238_00008,0
MAG238_00009,0
MAG238_00010,2.29668
MAG238_00011,2.93383
MAG238_00012,0
MAG238_00013,0
MAG238_00014,0.901971
MAG238_00015,0
MAG238_00016,0
MAG238_00017,0
MAG238_00018,0.542168
MAG238_00019,1.46463
MAG238_00020,0.0705165
MAG238_00021,2.65668
MAG238_00022,1.51807
MAG238_00023,2.51819
MAG238_00024,0.239307
MAG238_00025,0
MAG238_00026,1.01035
MAG238_00027,1.42713
MAG238_00028,0
MAG238_00029,0.408804
MAG238_00030,0
MAG238_00031,0
MAG238_00032,0
MAG238_00033,0.831202
MAG238_00034,0
MAG238_00035,0.401484
MAG238_00036,0.932708
MAG238_00037,0
MAG238_00038,0
MAG238_00039,0.301266
MAG238_00040,0.977849
MAG238_00041,1.59384
MAG238_00042,0.283882
MAG238_00043,0.527348
MAG238_00044,0.891169
MAG238_00045,0.212391
MAG238_00046,0
MAG238_00047,1.11593
MAG238_00048,0.808157
MAG238_00049,0.340717
MAG238_00050,1.62603
MAG238_00051,0.320054
MAG238_00052,1.04754
MAG238_00053,0.190207
MAG238_00054,0.676094
MAG238_00055,0.273809
MAG238_00056,0.257706
MAG238_00057,0.978193
MAG238_00058,1.10884
MAG238_00059,0.842009
MAG238_00060,1.34429
MAG238_00061,1.19299
MAG238_00062,1.48306
MAG238_00063,0.985271
MAG238_00064,3.45413
MAG238_00065,1.28022
MAG238_00066,0.455973
MAG238_00067,0.363431
MAG238_00068,0.85995
MAG238_00069,0.282803
MAG238_00070,1.13634
MAG238_00071,0.943336
MAG238_00072,0
MAG238_00073,1.39591
MAG238_00074,0
MAG238_00075,0
MAG238_00076,0.341158
MAG238_00077,0.446922
MAG238_00078,1.13855
MAG238_00079,0.791202
MAG238_00080,0.13624
MAG238_00081,0.35121
MAG238_00082,0.315931
MAG238_00083,0.198931
MAG238_00084,3.5121
MAG238_00085,19.4492
MAG238_00086,3.70135
MAG238_00087,3.69253
MAG238_00088,2.05825
MAG238_00089,0.895458
MAG238_00090,0.194216
MAG238_00091,0.784687
MAG238_00092,0.813808
MAG238_00093,1.09783
MAG238_00094,1.70696
MAG238_00095,1.56776
MAG238_00096,5.40604
MAG238_00097,24.8042
MAG238_00098,0.258125
MAG238_00099,0.517428
MAG238_00100,1.13298
MAG238_00101,0.549016
MAG238_00102,0.457572
MAG238_00103,0
